idx,nom_rue,highway,longueur_m,largeur_m,hauteur_bat_m,nb_batiments,ratio_hw,h_canyon_m,vent_eff,total_emit,concentration,delta_T,heure,pblh_m
428,Ruelle sans nom (segment 428),residential,96.08739841700861,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
429,Ruelle sans nom (segment 429),residential,139.44318892366996,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
430,Ruelle sans nom (segment 430),residential,72.54676973454463,8,12.0,1,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
431,Đường Phạm Văn Đồng,primary,57.66834907305417,20,12.0,0,0.6,19.2,1.15,0.30463,68.98,3.34,8,313
432,Ruelle sans nom (segment 432),residential,93.4720454078194,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
433,Ruelle sans nom (segment 433),residential,84.74225486349825,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
434,Ruelle sans nom (segment 434),residential,53.86799916595806,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
435,Ruelle sans nom (segment 435),residential,54.73687190260824,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
436,Ruelle sans nom (segment 436),residential,40.567483726793945,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
437,Ruelle sans nom (segment 437),residential,40.20736354599747,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
438,Ruelle sans nom (segment 438),residential,162.07247327038522,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.08,8,313
439,Ruelle sans nom (segment 439),residential,111.39108216922861,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
440,Ruelle sans nom (segment 440),residential,77.30246116455736,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
441,Ruelle sans nom (segment 441),residential,7.4201982258736745,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
442,Ruelle sans nom (segment 442),residential,7.989627635612139,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
443,Ngõ 22 Đường Đức Thắng,residential,9.229664359998761,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
444,Ruelle sans nom (segment 444),residential,30.80110356296112,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
445,Ngõ 309 Đường Phú Diễn,residential,50.59438329326416,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
446,Ngách 309/39 Đường Phú Diễn,residential,70.20586558115964,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
447,Đường Phạm Văn Đồng,primary,19.199863480954132,20,12.0,0,0.6,19.2,1.15,0.30463,68.98,3.34,8,313
448,Đường Phạm Văn Đồng,primary,135.5276618623789,20,12.0,0,0.6,19.2,1.15,0.30463,68.98,3.33,8,313
449,Ruelle sans nom (segment 449),residential,36.31398699785403,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
450,Đường Sông Nhuệ,residential,118.0616870393659,8,11.4375,16,1.43,27.8,0.76,0.03542,21.04,1.05,8,313
451,Đường Phạm Văn Đồng,primary,9.065437158213497,20,12.0,0,0.6,19.2,1.15,0.30463,68.98,3.35,8,313
452,Ruelle sans nom (segment 452),residential,40.36441103156459,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
453,Ruelle sans nom (segment 453),primary_link,25.80023941110768,10,12.0,0,1.2,26.4,0.84,0.02361,10.69,0.83,8,313
454,Đường Phạm Văn Đồng,primary,159.1271914547189,20,12.0,0,0.6,19.2,1.15,0.30463,68.98,3.33,8,313
455,Đường Phạm Văn Đồng,primary,271.98664825354155,20,12.0,0,0.6,19.2,1.15,0.30463,68.98,3.31,8,313
456,Ngõ 523 Đường Cổ Nhuế,residential,87.85317387544325,8,28.5,2,3.56,130.0,0.4,0.03542,35.07,2.12,8,313
457,Ruelle sans nom (segment 457),residential,18.098294430528664,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
458,Đường Hoàng Tăng Bí,tertiary,17.615236729507778,12,12.0,0,1.0,24.0,0.92,0.14028,52.94,1.9,8,313
459,Ruelle sans nom (segment 459),tertiary,1285.4274823115632,12,12.0,0,1.0,24.0,0.92,0.14028,52.94,1.73,8,313
460,Phố Nguyễn Đình Tứ,tertiary,8.90269530068524,12,12.0,0,1.0,24.0,0.92,0.14028,52.94,1.9,8,313
461,Ruelle sans nom (segment 461),tertiary,1278.4831084890588,12,12.0,0,1.0,24.0,0.92,0.14028,52.94,1.73,8,313
462,Ruelle sans nom (segment 462),residential,136.93698136539658,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
463,Ruelle sans nom (segment 463),residential,21.105312880496967,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
464,Ruelle sans nom (segment 464),residential,204.89808142084246,8,12.0,16,1.5,30.0,0.74,0.03542,20.05,1.08,8,313
465,Tây Thăng Long,secondary,115.38938044121397,16,12.0,0,0.75,21.0,1.05,0.22986,65.06,2.66,8,313
466,Ruelle sans nom (segment 466),residential,76.99615671491831,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
467,Ruelle sans nom (segment 467),residential,24.624233209901174,8,75.0,1,9.38,778.1,0.18,0.03542,32.08,5.04,8,313
468,Tây Thăng Long,secondary,510.005074536017,16,12.0,0,0.75,21.0,1.05,0.22986,65.06,2.61,8,313
469,Đường Tây Thăng Long,secondary,17.67919953449278,16,12.0,0,0.75,21.0,1.05,0.22986,65.06,2.67,8,313
470,Tây Thăng Long,secondary,150.07879850602046,16,12.0,0,0.75,21.0,1.05,0.22986,65.06,2.65,8,313
471,Đường Phạm Văn Đồng,primary,119.98396576198738,20,12.0,0,0.6,19.2,1.15,0.30463,68.98,3.33,8,313
472,Đường Phạm Văn Đồng,primary,734.2170774308352,20,12.0,0,0.6,19.2,1.15,0.30463,68.98,3.25,8,313
473,Đường Phạm Văn Đồng,primary,171.5628189734861,20,12.0,1,0.6,19.2,1.15,0.30463,68.98,3.32,8,313
474,Đường Phạm Văn Đồng,primary,124.79358656340492,20,12.0,0,0.6,19.2,1.15,0.30463,68.98,3.33,8,313
475,Tây Thăng Long,secondary,62.086171575946814,16,12.0,0,0.75,21.0,1.05,0.22986,65.06,2.67,8,313
476,Ruelle sans nom (segment 476),secondary_link,11.519790292544386,10,12.0,0,1.2,26.4,0.84,0.02361,10.69,0.83,8,313
477,Ngõ 22 Đường Đức Thắng,residential,15.759220643439887,8,12.0,9,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
478,Ngõ 22 Đường Đức Thắng,residential,29.633340494916162,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
479,Ruelle sans nom (segment 479),residential,4.619051981466346,8,78.0,2,9.75,838.5,0.17,0.03542,30.85,5.23,8,313
480,Tây Thăng Long,secondary,242.9551988966142,16,12.0,0,0.75,21.0,1.05,0.22986,65.06,2.64,8,313
481,Ruelle sans nom (segment 481),residential,18.029265340689214,8,12.0,1,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
482,Ruelle sans nom (segment 482),residential,49.855797521552134,8,12.0,1,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
483,Ruelle sans nom (segment 483),residential,312.94664766692546,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.06,8,313
484,Đường Tây Thăng Long,secondary,695.5209182999835,16,12.0,0,0.75,21.0,1.05,0.22986,65.06,2.58,8,313
485,Ruelle sans nom (segment 485),residential,192.8458119491695,8,76.5,4,9.56,808.0,0.17,0.03542,31.45,5.11,8,313
486,Ruelle sans nom (segment 486),residential,94.35184153198131,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
487,Ruelle sans nom (segment 487),residential,91.71093749633285,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
488,Ruelle sans nom (segment 488),residential,135.38443577715526,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
489,Ruelle sans nom (segment 489),residential,93.75992988836292,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
490,Ruelle sans nom (segment 490),residential,55.46272892831694,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
491,Ruelle sans nom (segment 491),residential,49.53049557763174,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
492,Ruelle sans nom (segment 492),residential,53.30905458852745,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
493,Ruelle sans nom (segment 493),residential,93.8049176150642,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
494,Ruelle sans nom (segment 494),residential,83.98423649882511,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.09,8,313
495,Ruelle sans nom (segment 495),residential,54.83464597813396,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
496,Ruelle sans nom (segment 496),residential,47.90596351582515,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
497,Ruelle sans nom (segment 497),residential,48.60352037995655,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
498,Ruelle sans nom (segment 498),residential,47.63896037148999,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.1,8,313
499,Ruelle sans nom (segment 499),unclassified,179.84695318812715,8,12.0,0,1.5,30.0,0.74,0.03542,20.05,1.08,8,313
500,Tây Thăng Long,secondary,120.67281494998724,16,12.0,0,0.75,21.0,1.05,0.22986,65.06,2.66,8,313
0,Ngõ 87 Đường Tân Xuân,residential,7.431604308921684,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
1,Ngõ 85 Đường Tân Xuân,residential,261.33732697076476,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
2,Đường Tân Xuân,secondary,64.1155671139473,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.75,14,1037
3,Phố Viên,tertiary,46.32053804369866,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.34,14,1037
4,Đường Cầu Noi,tertiary,397.33561828021703,12,12.0,1,1.0,24.0,1.08,0.08417,26.94,1.29,14,1037
5,Đường Phan Bá Vành,tertiary,353.50646222840555,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.29,14,1037
6,Cầu Noi,tertiary,114.91459032965052,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
7,Đường Cổ Nhuế,secondary,728.4521787721933,16,10.8,10,0.68,18.1,1.3,0.13792,36.78,1.62,14,1037
8,Đường Cầu Noi,tertiary,273.5496442669747,12,12.0,2,1.0,24.0,1.08,0.08417,26.94,1.31,14,1037
9,Đường Cổ Nhuế,secondary,183.83368356311726,16,11.590909090909092,22,0.72,20.0,1.26,0.13792,34.27,1.72,14,1037
10,Ngõ 392 Đường Cổ Nhuế,residential,248.78674534764374,8,10.8,5,1.35,25.4,0.92,0.02125,11.33,0.85,14,1037
11,Ngõ 43 Đường Cổ Nhuế,residential,274.79955257781944,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
12,Đường Cổ Nhuế,secondary,231.3087971897013,16,12.0,5,0.75,21.0,1.24,0.13792,33.1,1.72,14,1037
13,Đường Phạm Văn Đồng,primary,653.1537412211962,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.04,14,1037
14,Đường Phạm Văn Đồng,primary,392.0420914866389,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.08,14,1037
15,Đường Cổ Nhuế,secondary,165.64174986402298,16,12.0,11,0.75,21.0,1.24,0.13792,33.1,1.73,14,1037
16,Phố Nguyễn Đình Tứ,tertiary,379.0403801488728,12,12.0,4,1.0,24.0,1.08,0.08417,26.94,1.29,14,1037
17,Đường Đức Thắng,secondary,246.6444822640605,16,12.0,1,0.75,21.0,1.24,0.13792,33.1,1.72,14,1037
18,Phố Viên,tertiary,200.65259112167843,12,12.0,2,1.0,24.0,1.08,0.08417,26.94,1.31,14,1037
19,Đường Đức Thắng,secondary,57.881890610648455,16,12.0,8,0.75,21.0,1.24,0.13792,33.1,1.75,14,1037
20,Ruelle sans nom (segment 20),residential,210.65765379078826,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
21,Đường Đức Thắng,secondary,31.633849093310815,16,12.0,7,0.75,21.0,1.24,0.13792,33.1,1.75,14,1037
22,Đường Lê Văn Hiến,tertiary,243.67768999454475,12,12.0,72,1.0,24.0,1.08,0.08417,26.94,1.31,14,1037
23,Phố Viên,tertiary,94.50782529336368,12,12.0,1,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
24,Ruelle sans nom (segment 24),residential,116.19526947973388,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
25,Phố Viên,tertiary,190.13235581070657,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.32,14,1037
26,Ruelle sans nom (segment 26),residential,3.498712557738033,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
27,Ngõ 119 Đường Cổ Nhuế,residential,20.32099804289561,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
28,Ngõ 119 Đường Cổ Nhuế,residential,224.71830886461947,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
29,Ngách 43/ Cổ Nhuế,residential,5.211547382507359,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
30,Ngõ 119 Đường Cổ Nhuế,residential,107.62174748351161,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
31,Đường Phạm Văn Đồng,primary,248.88868666138313,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.09,14,1037
32,Phố Phạm Tiến Duật,residential,22.95381950443031,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
33,Phố Phạm Tiến Duật,residential,29.112434831070598,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
34,Ruelle sans nom (segment 34),tertiary,40.849867440166534,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.34,14,1037
35,Ruelle sans nom (segment 35),residential,112.29636313306482,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
36,Ruelle sans nom (segment 36),tertiary,139.93499517812313,12,12.0,1,1.0,24.0,1.08,0.08417,26.94,1.32,14,1037
37,Ruelle sans nom (segment 37),residential,30.0330582021372,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
38,Ruelle sans nom (segment 38),residential,29.476128650695504,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
39,Ruelle sans nom (segment 39),residential,54.279713132519916,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
40,Ruelle sans nom (segment 40),residential,29.747847698075855,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
41,Ruelle sans nom (segment 41),residential,19.318759289986524,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
42,Ruelle sans nom (segment 42),residential,105.48519749892114,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
43,Ruelle sans nom (segment 43),residential,62.196022975535044,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
44,Ruelle sans nom (segment 44),residential,25.19765737971533,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
45,Đường Phạm Văn Đồng,primary,26.978962810836634,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.12,14,1037
46,Phố Trần Cung,secondary,23.608574984217846,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.75,14,1037
47,Đường Đức Thắng,secondary,216.92919026772898,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.73,14,1037
48,Đường Đức Thắng,secondary,368.8029360573254,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.71,14,1037
49,Ruelle sans nom (segment 49),residential,88.2043337196852,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
50,Đường Hoàng Tăng Bí,tertiary,385.40503449083576,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.29,14,1037
51,Đường Tân Xuân,secondary,111.01715326795349,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.74,14,1037
52,Đường Đức Thắng,secondary,185.77596670180512,16,12.0,1,0.75,21.0,1.24,0.13792,33.1,1.73,14,1037
53,Đường Đức Thắng,secondary,175.2382225439117,16,12.0,1,0.75,21.0,1.24,0.13792,33.1,1.73,14,1037
54,đường 24,residential,323.98562291246765,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.92,14,1037
55,Đường Lê Văn Hiến,tertiary,6.87312610814756,12,12.0,15,1.0,24.0,1.08,0.08417,26.94,1.34,14,1037
56,Đường Lê Văn Hiến,tertiary,95.4333391989522,12,12.0,23,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
57,Ngõ 59 Lê Văn Hiến,residential,294.1493051866413,8,13.038461538461538,26,1.63,34.3,0.83,0.02125,9.39,0.99,14,1037
58,Ruelle sans nom (segment 58),residential,26.046494433265323,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
59,Phố Tân Phong,residential,340.3403376717469,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.92,14,1037
60,Phố Tân Phong,residential,44.567108851835954,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
61,Ruelle sans nom (segment 61),residential,184.50165284192826,8,12.0,3,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
62,Đường Bờ tây sông Nhuệ,tertiary,382.40915738969437,12,12.0,3,1.0,24.0,1.08,0.08417,26.94,1.29,14,1037
63,Đường Bờ tây sông Nhuệ,tertiary,111.15447321151886,12,12.0,4,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
64,Ruelle sans nom (segment 64),residential,43.43685563912119,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
65,Đường Bờ tây sông Nhuệ,tertiary,85.99224468458875,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
66,Đường Bờ tây sông Nhuệ,tertiary,103.05077738691455,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
67,Đường Bờ tây sông Nhuệ,tertiary,108.68425160565269,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
68,Đường Phạm Văn Nghị,tertiary,363.67663871282014,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.29,14,1037
69,Ruelle sans nom (segment 69),residential,47.943635418342105,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
70,Đường Bờ tây sông Nhuệ,tertiary,188.004806059167,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.32,14,1037
71,Đường Bờ tây sông Nhuệ,tertiary,314.4989193765721,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.3,14,1037
72,Phố Tân Phong,residential,28.558148464410106,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
73,Phố Tân Phong,residential,74.36934057839906,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
74,Ruelle sans nom (segment 74),residential,79.56502517907872,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
75,Phố Tân Phong,residential,275.45025060115063,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
76,Ngách 114/62 Phố Tân Phong,residential,188.10789948732824,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
77,Đường Lê Văn Hiến,tertiary,35.18047995835501,12,12.0,10,1.0,24.0,1.08,0.08417,26.94,1.34,14,1037
78,Ruelle sans nom (segment 78),residential,67.56275241446252,8,12.0,5,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
79,Ngõ 56 Lê Văn Hiến,residential,73.20549389247209,8,12.0,8,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
80,Đường Sông Nhuệ,residential,305.84909416707313,8,11.82,50,1.48,29.3,0.88,0.02125,10.36,0.91,14,1037
81,Đường Phạm Văn Nghị,residential,73.59913549714523,8,12.0,5,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
82,Khu B Đại Học Mỏ,residential,24.48264989248487,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
83,Khu B Đại Học Mỏ,residential,171.46457116801238,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
84,Đường Phạm Văn Nghị,residential,144.53564018620222,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
85,Đường Tây Thăng Long,secondary,32.367414548754674,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.75,14,1037
86,Phố Chế Lan Viên,residential,35.71836520127233,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
87,Phố Chế Lan Viên,residential,105.82626761234326,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
88,Ruelle sans nom (segment 88),residential,45.32167575788916,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
89,Ruelle sans nom (segment 89),residential,35.568667930445,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
90,Ruelle sans nom (segment 90),residential,80.86814080975384,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
91,Phố Phạm Tiến Duật,residential,32.027957450887385,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
92,Phố Phạm Tiến Duật,residential,18.999492861110223,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
93,Ruelle sans nom (segment 93),residential,142.80600261404606,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
94,Ruelle sans nom (segment 94),tertiary,121.42796612137325,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
95,Ruelle sans nom (segment 95),tertiary,30.662215529041735,12,12.0,2,1.0,24.0,1.08,0.08417,26.94,1.34,14,1037
96,Ruelle sans nom (segment 96),residential,181.35738964046453,8,12.0,3,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
97,Ruelle sans nom (segment 97),tertiary,56.83679209927065,12,12.0,2,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
98,Phố Phạm Tiến Duật,residential,58.959787224294644,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
99,Ruelle sans nom (segment 99),residential,107.33594823851789,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
100,Ruelle sans nom (segment 100),residential,26.993916246266085,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
101,Phố Phạm Tiến Duật,residential,44.25446394163041,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
102,Ruelle sans nom (segment 102),residential,62.25506258256634,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
103,Ruelle sans nom (segment 103),tertiary,29.587125845099074,12,12.0,1,1.0,24.0,1.08,0.08417,26.94,1.34,14,1037
104,Phố Phạm Tiến Duật,residential,56.72022471412354,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
105,Phố Phạm Tiến Duật,residential,49.98323193914869,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
106,Ruelle sans nom (segment 106),residential,55.07941153015606,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
107,Ruelle sans nom (segment 107),residential,113.84823806593242,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
108,Ruelle sans nom (segment 108),residential,21.299723733224724,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
109,Ruelle sans nom (segment 109),residential,104.07430909022764,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
110,Phố Chế Lan Viên,residential,54.92750350430069,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
111,Phố Chế Lan Viên,residential,153.31155513271506,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
112,Phố Chế Lan Viên,residential,42.70364236917911,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
113,Phố Chế Lan Viên,residential,145.93941956134242,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
114,Ruelle sans nom (segment 114),residential,58.53835632987835,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
115,Ruelle sans nom (segment 115),residential,60.42993250615117,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
116,Phố Chế Lan Viên,residential,27.48057825341522,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
117,Ngách 142/43 Đường Cổ Nhuế,residential,19.063067804193643,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
118,Ruelle sans nom (segment 118),residential,26.994169258614694,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
119,Phố Chế Lan Viên,residential,52.92477556679909,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
120,Phố Chế Lan Viên,residential,89.38296356321422,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
121,Ruelle sans nom (segment 121),residential,29.41700987934167,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
122,Ruelle sans nom (segment 122),residential,79.52609598606723,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
123,Ruelle sans nom (segment 123),tertiary,58.56822422027343,12,12.0,1,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
124,Ruelle sans nom (segment 124),residential,51.03371558212011,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
125,Phố Phạm Tiến Duật,residential,14.187060736480149,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
126,Phố Phạm Tiến Duật,residential,109.89812582570484,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
127,Ruelle sans nom (segment 127),tertiary,52.96540944859521,12,12.0,1,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
128,Ruelle sans nom (segment 128),residential,57.353592800535026,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
129,Phố Phạm Tiến Duật,residential,83.12626973678759,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
130,Ruelle sans nom (segment 130),residential,57.45484590127447,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
131,Ruelle sans nom (segment 131),residential,74.00446592580646,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
132,Phố Chế Lan Viên,residential,40.12074361496024,8,6.0,1,0.75,10.5,1.24,0.02125,20.4,0.58,14,1037
133,Phố Chế Lan Viên,residential,42.124368625848994,8,6.0,1,0.75,10.5,1.24,0.02125,20.4,0.58,14,1037
134,Ruelle sans nom (segment 134),residential,67.95257289707088,8,6.0,1,0.75,10.5,1.24,0.02125,20.4,0.58,14,1037
135,Khu B Đại Học Mỏ,residential,62.88806221535221,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
136,Ruelle sans nom (segment 136),residential,55.93500041593819,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
137,Ruelle sans nom (segment 137),residential,55.67252162656977,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
